Last Name,First Name,main-tour,L5-1 Place,L5 Tournament-1,L5 Tournament-Tour1,L5-2 Place,L5 Tournament-2,L5 Tournament-Tour2,L5-3 Place,L5 Tournament-3,L5 Tournament-Tour3,L5-4 Place,L5 Tournament-4,L5 Tournament-Tour4,L5-5 Place,L5 Tournament-5,L5 Tournament-Tour5,Last 20 Rds True-SG,Last 20 VERSUS BASELINE
SYME,CONNOR,DP World Tour,WD,Volvo China Open,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,T74,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T71,KLM Open,DP World Tour,-2.8,-1.24
WEILER,JOE,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,T6,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.82,-1.21
WHITE,BRETT,Korn Ferry Tour,T60,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.85,-1.37
BERRY,BRANDON,Korn Ferry Tour,T27,Colonial Life Charity Classic,Korn Ferry Tour,T29,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.86,-0.93
JOHNSTON,RYGGS,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T59,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-2.93,-0.73
LEVIN,SPENCER,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.93,-0.92
TOOROP,MIKE,DP World Tour,T70,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-3.01,-0.35
LEE,BRYAN,Amateur,9,Calusa Cup,Amateur,T6,Lewis Chitengwa Memorial,Amateur,T30,2026 ACC Men's Golf Championship - Stroke Play,Amateur,T14,NCAA Winston-Salem Regional,Amateur,T28,NCAA DI Men's National Championship- Stroke Play,Amateur,-3.01,-0.41
MCKINNEY,CONNOR,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-3.03,-0.89
WINSTEAD,TREY,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T34,UNC Health Championship,Korn Ferry Tour,T62,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-3.12,-1.16
KO,JEONG WEON,DP World Tour,T61,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-3.2,-0.72
SONG,JAMES,Korn Ferry Tour,T84,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T62,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-3.29,0.38
HIGGINS,ROBBIE,Korn Ferry Tour,82,Colonial Life Charity Classic,Korn Ferry Tour,T29,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-3.3,-0.83
YULE,JACK,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,T64,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-3.41,-0.65
LOGAN,HUNTER,DP World Tour,CUT,Challenge de Catalunya,Challenge Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T38,KLM Open,DP World Tour,CUT,Interwetten Open,Challenge Tour,-3.55,-0.91
ORMOND,JACKSON,Amateur,T2,AJGA Simplify Boys Championship at Carlton Woods,Amateur,T7,Dustin Johnson World Junior,Amateur,T53,Terra Cotta Invitational,Amateur,T23,Team TaylorMade Invitational,Amateur,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-3.59,-0.08
BERRY,JOSHUA,DP World Tour,T49,Volvo China Open,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,-3.61,-1.43
FLEMING,MAREK,Amateur,T55,The Hayt,Amateur,T7,Hootie Intercollegiate,Amateur,T44,Ford Collegiate,Amateur,T45,2026 SEC Men's Golf Championship Stroke Play,Amateur,T51,NCAA Columbus Regional,Amateur,-3.7,-0.21
STEWART,DILLON,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-3.83,-1.81
HARBER,VAUGHN,Amateur,T33,Colleton River Collegiate,Amateur,T23,Linger Longer Invitational,Amateur,T9,Robert Kepler Invitational,Amateur,T28,Hoosier Collegiate Invitational,Amateur,T55,Big Ten Men's Golf Championships,Amateur,-3.95,-0.42
SCHOENBERGER,JACK,Amateur,T45,Linger Longer Invitational,Amateur,T32,Mason Rudolph Championship,Amateur,4,Bluegrass Collegiate Invitational,Amateur,T70,2026 SEC Men's Golf Championship Stroke Play,Amateur,70,NCAA Winston-Salem Regional,Amateur,-4.02,-0.32
MATTHEWS,BRANDON,Korn Ferry Tour,77,Astara Chile Classic presented by Scotiabank,Korn Ferry Tour,CUT,Club Car Championship at The Landings Golf & Athletic Club,Korn Ferry Tour,CUT,LECOM Suncoast Classic,Korn Ferry Tour,WD,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-4.5,-0.1
MOKOENA,KARABO,DP World Tour,CUT,Mediclinic Invitational,Sunshine Tour,CUT,Betway Big Easy Blu Label Unlimited Invitational 2,undefined,CUT,Kit Kat Cash & Carry Pro-Am,Sunshine Tour,WD,SunBet Challenge hosted by Sun Boardwalk,Sunshine Tour,CUT,BETWAY Big Easy Tour 2,undefined,-5.95,-1.82
