Last Name,First Name,main-tour-inner,main-tour-hover,L5 Tournament-Type 1,L5 Tournament-Type 1,L5 Place-Type 1,L5 Tournament-Type 2,L5 Tournament-Type 2,L5 Place-Type 2,L5 Tournament-Type 3,L5 Tournament-Type 3,L5 Place-Type 3,L5 Tournament-Type 4,L5 Tournament-Type 4,L5 Place-Type 4,L5 Tournament-Type 5,L5 Tournament-Type 5,L5 Place-Type 5,SG-PUTT,SG-ARG
FOLLET-SMITH,BENJAMIN,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,57,KLM Open,DP World Tour,CUT,Interwetten Open,Challenge Tour,CUT,English Open supported by HotelPlanner,Challenge Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.64,-0.74
BACHA,CARSON,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T60,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.65,-1.39
DEBOVE,QUENTIN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T68,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.74,-0.8
FURR,WILSON,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,WD,UNC Health Championship,Korn Ferry Tour,T15,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T68,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.76,-1.5
KOLLE,FINN,AM,Amateur,The Desimone Invitational,Amateur,T9,The Goodwin,Amateur,T65,79th Western Intercollegiate,Amateur,T78,Big Ten Men's Golf Championships,Amateur,T51,NCAA Corvallis Regional,Amateur,2,-2.78,0.03
VOGELSONG,ALEX,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,-2.85,-0.18
BERRY,BRANDON,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T29,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.94,-1.03
GALLEGOS,ANDRES,CHA,Challenge Tour,Soudal Open,DP World Tour,T34,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,English Open supported by HotelPlanner,Challenge Tour,CUT,Blot Play9,Challenge Tour,CUT,-2.97,-0.27
LEVIN,SPENCER,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,WD,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-3.28,-1.05
WINSTEAD,TREY,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T34,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T62,-3.34,-1.33
SONG,JAMES,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T84,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T62,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,-3.36,0.38
YULE,JACK,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T64,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T50,English Open supported by HotelPlanner,Challenge Tour,CUT,-3.38,-0.64
HIGGINS,ROBBIE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T29,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,U.S. Open,Major,CUT,-3.5,-0.86
MCKINNEY,CONNOR,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-3.78,-1.44
TOOROP,MIKE,DPT,DP World Tour,Soudal Open,DP World Tour,T52,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,English Open supported by HotelPlanner,Challenge Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-3.8,-1.08
STEWART,DILLON,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,CUT,-4.21,-2.13
BERRY,JOSHUA,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-4.45,-1.9
MATTHEWS,BRANDON,KFT,Korn Ferry Tour,Astara Chile Classic presented by Scotiabank,Korn Ferry Tour,WD,Club Car Championship at The Landings Golf & Athletic Club,Korn Ferry Tour,77,LECOM Suncoast Classic,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,-4.57,-0.04
