Last Name,First Name,main-tour-L20 Rds,Last 5 Starts-Tour-Start 1,Last 5 Starts-Event-Start 1,Last 5 Starts-Finish-Start 1,Last 5 Starts-Tour-Start 2,Last 5 Starts-Event-Start 2,Last 5 Starts-Finish-Start 2,Last 5 Starts-Tour-Start 3,Last 5 Starts-Event-Start 3,Last 5 Starts-Finish-Start 3,Last 5 Starts-Tour-Start 4,Last 5 Starts-Event-Start 4,Last 5 Starts-Finish-Start 4,Last 5 Starts-Tour-Start 5,Last 5 Starts-Event-Start 5,Last 5 Starts-Finish-Start 5,True SG,True SG vs Baseline
NIMMER,BRYSON,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T40,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.96,-0.2
BUCHANAN,JACKSON,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,1,PGA Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T19,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.97,-0.71
HOFFMAN,CHARLEY,PGA,PGA Tour,Zurich Classic of New Orleans,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,T54,PGA Tour,RBC Canadian Open,CUT,PGA Tour,DS Automobiles 83° Open d’Italia,CUT,-1.98,0.17
MONTGOMERY,TAYLOR,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,THE CJ CUP Byron Nelson,T51,PGA Tour,UNC Health Championship,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,U.S. Open,CUT,-2.01,-1.63
GUMBERG,JORDAN,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T21,-2.01,-0.43
SANDHU,YUVRAJ SINGH,DPT,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Soudal Open,T31,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T63,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,-2.02,-0.31
CAMPOS,RAFAEL,PGA,PGA Tour,Zurich Classic of New Orleans,CUT,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,RBC Canadian Open,T67,PGA Tour,John Deere Classic,CUT,-2.03,-0.28
SARGENT,GORDON,PGA,PGA Tour,Valero Texas Open,CUT,PGA Tour,Zurich Classic of New Orleans,T54,PGA Tour,ONEflight Myrtle Beach Classic,T17,PGA Tour,THE CJ CUP Byron Nelson,78,PGA Tour,John Deere Classic,CUT,-2.04,-0.7
SIEM,MARCEL,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T53,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T32,-2.04,-0.55
FEAGLES,MICHAEL,KFT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T40,Korn Ferry Tour,Memorial Health Championship presented by LRS,T74,Korn Ferry Tour,John Deere Classic,1,-2.05,-0.64
NUNEZ,AUGUSTO,KFT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,Korn Ferry Tour,John Deere Classic,CUT,-2.08,-0.28
HOWELL,MASON,PGA,PGA Tour,Charles Schwab Challenge,T38,PGA Tour,KLM Open,CUT,DP World Tour,U.S. Open,CUT,Major,Northeast Amateur Invitational,CUT,Amateur,John Deere Classic,CUT,-2.09,-0.3
MICHELUZZI,DAVID,DPT,DP World Tour,Soudal Open,T60,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,WD,-2.12,-0.39
MACDONALD,STUART,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.14,-1.19
LARRAZABAL,PABLO,DPT,DP World Tour,Soudal Open,T55,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-2.14,-0.33
TARREN,CALLUM,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,English Open supported by HotelPlanner,T28,Challenge Tour,Blot Play9,CUT,Challenge Tour,BMW International Open,CUT,-2.14,-0.44
BARJON,PAUL,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T17,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T55,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-2.17,0.55
SEWELL,CHAD,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T60,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.18,-0.61
OK,TAEHOON,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,T15,KPGA Korean Tour,Kolon The 68th KOREA Open,T18,ASA,The 69th KPGA Championship with A-ONE CC,CUT,KPGA Korean Tour,Hana Bank Invitational,CUT,KPGA Korean Tour,KPGA Gunsan CC Open,CUT,-2.22,-1.04
WALKER,DANNY,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,T38,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-2.22,-0.99
MEISEL,MARSHALL,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.23,-0.64
GREY,J.J.,KFT,Korn Ferry Tour,LECOM Suncoast Classic,1,Korn Ferry Tour,Diners Club Peru Open,CUT,PGA Tour Americas,Visit Knoxville Open,T57,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,-2.24,-0.1
BROOMHEAD,JONOTHAN,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T41,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-2.25,-0.15
ASAJI,YOSUKE,LIV,LIV Golf,Virginia,56,LIV Golf,Japan PGA Championship Senko Group Cup,T35,Japan Golf Tour,Korea,T17,LIV Golf,Andalucia,CUT,LIV Golf,International Series Morocco presented by Visit Morocco,T41,-2.32,-0.7
KIM,MINKYU,LIV,LIV Golf,Kolon The 68th KOREA Open,T47,ASA,Korea,DQ,LIV Golf,Andalucia,54,LIV Golf,Hana Bank Invitational,T14,KPGA Korean Tour,KPGA Gunsan CC Open,50,-2.33,-0.19
CHARMASSON,CLEMENT,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T47,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-2.33,-0.6
MAGUIRE,JACK,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.36,-0.39
MOLINARI,EDOARDO,DPT,DP World Tour,Turkish Airlines Open,T63,DP World Tour,Estrella Damm Catalunya Championship,T53,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T48,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,-2.36,-0.23
SUMMERHAYS,DANIEL,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,UNC Health Championship,T60,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T64,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-2.37,-0.85
WEILER,JOE,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T6,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.4,-0.88
BREHM,RYAN,PGA,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,79,Korn Ferry Tour,John Deere Classic,CUT,-2.44,-0.32
LOGAN,HUNTER,DPT,DP World Tour,KLM Open,CUT,DP World Tour,Interwetten Open,T38,Challenge Tour,English Open supported by HotelPlanner,CUT,Challenge Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T7,-2.45,0.06
OVERTON,JEFF,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,DS Automobiles 83° Open d’Italia,WD,-2.46,-0.38
DAVIS,CAM,PGA,PGA Tour,Zurich Classic of New Orleans,CUT,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,T67,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,-2.47,-0.81
FOLLET-SMITH,BENJAMIN,DPT,DP World Tour,KLM Open,CUT,DP World Tour,Interwetten Open,CUT,Challenge Tour,English Open supported by HotelPlanner,CUT,Challenge Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,57,-2.49,-0.57
PEAKE,RYAN,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,International Series Morocco presented by Visit Morocco,T32,Asian Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-2.51,-0.39
ALEXANDER,TYSON,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.52,-0.4
SULLIVAN,RYAN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,T36,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T47,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,-2.56,-0.07
HASTINGS,JUSTIN,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.58,-1.01
BACHA,CARSON,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T60,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.61,-1.36
FURR,WILSON,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T15,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T68,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.72,-1.56
STRYDOM,OCKIE,AFR,Sunshine Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Kit Kat Cash & Carry Pro-Am,CUT,Sunshine Tour,SunBet Challenge hosted by Sun Boardwalk,T7,Sunshine Tour,DS Automobiles 83° Open d’Italia,T70,DP World Tour,BMW International Open,CUT,-2.76,-0.09
JOHNSTON,RYGGS,DPT,DP World Tour,Soudal Open,T25,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T59,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-2.77,-0.67
VOGELSONG,ALEX,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,-2.81,-0.17
SYME,CONNOR,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T74,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T71,-2.82,-1.18
REBULA,JOVAN,DPT,DP World Tour,Hero Indian Open,CUT,DP World Tour,Turkish Airlines Open,CUT,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Challenge de Catalunya,T50,Challenge Tour,Le Vaudreuil Golf Challenge,T59,-2.84,-0.72
BERRY,BRANDON,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T29,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-2.89,-0.99
KIZZIRE,PATTON,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-3.05,-2.06
YULE,JACK,DPT,DP World Tour,Soudal Open,T50,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,English Open supported by HotelPlanner,CUT,Challenge Tour,BMW International Open,CUT,-3.16,-0.4
LEVIN,SPENCER,KFT,Korn Ferry Tour,Colonial Life Charity Classic,CUT,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,WD,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-3.24,-1.03
WINSTEAD,TREY,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T62,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-3.3,-1.32
SONG,JAMES,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,T84,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T62,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,-3.31,0.38
HIGGINS,ROBBIE,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T29,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,U.S. Open,CUT,-3.46,-0.82
PALMER,RYAN,PGA,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-3.72,-0.94
KIM,BAEKJUN,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,T59,KPGA Korean Tour,Kolon The 68th KOREA Open,T58,ASA,The 69th KPGA Championship with A-ONE CC,60,KPGA Korean Tour,Hana Bank Invitational,CUT,KPGA Korean Tour,KPGA Gunsan CC Open,CUT,-3.77,-1.8
TOOROP,MIKE,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,English Open supported by HotelPlanner,CUT,Challenge Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T52,-3.83,-1.2
STEWART,DILLON,KFT,Korn Ferry Tour,Colonial Life Charity Classic,CUT,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,Korn Ferry Tour,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,CUT,-4.17,-2.09
MCKINNEY,CONNOR,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-4.27,-1.79
BERRY,JOSHUA,DPT,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-4.31,-1.77
MATTHEWS,BRANDON,KFT,Korn Ferry Tour,Astara Chile Classic presented by Scotiabank,1,Korn Ferry Tour,Club Car Championship at The Landings Golf & Athletic Club,77,Korn Ferry Tour,LECOM Suncoast Classic,1,Korn Ferry Tour,Tulum Championship at PGA Riviera Maya,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,-4.52,-0.03
